horizon,segment_id,intervention_start,intervention_end,duration_hours,warning_hours,maximum_risk_probability,mean_risk_probability,matched_event_id,matched_event_start,lead_time_hours,useful_intervention
24h,17,2023-08-17 07:00:00+00:00,2023-08-17 09:00:00+00:00,3.0,3,0.3248461186885834,0.2169351726770401,,,,0
24h,17,2023-08-21 02:00:00+00:00,2023-08-21 06:00:00+00:00,5.0,5,0.38120248913764954,0.3091605305671692,,,,0
24h,17,2023-08-21 09:00:00+00:00,2023-08-21 09:00:00+00:00,1.0,1,0.2232319861650467,0.2232319861650467,,,,0
24h,17,2023-08-29 03:00:00+00:00,2023-08-29 03:00:00+00:00,1.0,1,0.17066273093223572,0.17066273093223572,,,,0
24h,17,2023-08-29 10:00:00+00:00,2023-08-29 10:00:00+00:00,1.0,1,0.24116776883602142,0.24116776883602142,,,,0
24h,17,2023-08-29 18:00:00+00:00,2023-08-29 18:00:00+00:00,1.0,1,0.38471418619155884,0.38471418619155884,,,,0
24h,17,2023-09-01 01:00:00+00:00,2023-09-01 01:00:00+00:00,1.0,1,0.16849075257778168,0.16849075257778168,,,,0
24h,17,2023-09-01 08:00:00+00:00,2023-09-01 22:00:00+00:00,15.0,15,0.7091802358627319,0.4492229223251343,,,,0
24h,17,2023-09-04 23:00:00+00:00,2023-09-04 23:00:00+00:00,1.0,1,0.2743051052093506,0.2743051052093506,,,,0
24h,17,2023-09-07 03:00:00+00:00,2023-09-07 04:00:00+00:00,2.0,2,0.47375133633613586,0.47084924578666687,,,,0
24h,17,2023-09-07 11:00:00+00:00,2023-09-07 12:00:00+00:00,2.0,2,0.197426900267601,0.19277697801589966,,,,0
24h,17,2023-09-07 14:00:00+00:00,2023-09-08 03:00:00+00:00,14.0,14,0.6487386226654053,0.3806901276111603,,,,0
24h,17,2023-09-10 05:00:00+00:00,2023-09-10 05:00:00+00:00,1.0,1,0.2625916004180908,0.2625916004180908,,,,0
24h,17,2023-09-10 09:00:00+00:00,2023-09-11 00:00:00+00:00,16.0,16,0.6517616510391235,0.47826632857322693,,,,0
24h,17,2023-09-11 17:00:00+00:00,2023-09-11 18:00:00+00:00,2.0,2,0.1634911447763443,0.16089925169944763,,,,0
24h,17,2023-09-12 17:00:00+00:00,2023-09-12 18:00:00+00:00,2.0,2,0.26199451088905334,0.25237196683883667,,,,0
24h,17,2023-09-13 03:00:00+00:00,2023-09-13 07:00:00+00:00,5.0,5,0.47078314423561096,0.23037195205688477,,,,0
24h,17,2023-09-14 16:00:00+00:00,2023-09-14 16:00:00+00:00,1.0,1,0.16058588027954102,0.16058588027954102,,,,0
24h,17,2023-09-14 20:00:00+00:00,2023-09-15 06:00:00+00:00,11.0,11,0.8511529564857483,0.5349717140197754,,,,0
24h,17,2023-09-15 08:00:00+00:00,2023-09-15 09:00:00+00:00,2.0,2,0.21577829122543335,0.19692516326904297,,,,0
24h,17,2023-09-17 11:00:00+00:00,2023-09-17 20:00:00+00:00,10.0,10,0.5848208069801331,0.3941633999347687,,,,0
24h,17,2023-09-17 22:00:00+00:00,2023-09-17 23:00:00+00:00,2.0,2,0.1645359992980957,0.15795741975307465,,,,0
24h,17,2023-09-18 03:00:00+00:00,2023-09-18 07:00:00+00:00,5.0,5,0.8805933594703674,0.43554410338401794,,,,0
24h,17,2023-09-18 10:00:00+00:00,2023-09-18 10:00:00+00:00,1.0,1,0.2066768854856491,0.2066768854856491,,,,0
24h,17,2023-09-21 06:00:00+00:00,2023-09-22 12:00:00+00:00,31.0,31,0.9651902318000793,0.7327027916908264,,,,0
24h,17,2023-10-02 00:00:00+00:00,2023-10-02 22:00:00+00:00,23.0,23,0.4397629201412201,0.24141442775726318,,,,0
24h,17,2023-10-03 02:00:00+00:00,2023-10-03 10:00:00+00:00,9.0,9,0.38509485125541687,0.24641582369804382,,,,0
24h,17,2023-10-03 14:00:00+00:00,2023-10-03 16:00:00+00:00,3.0,3,0.23197129368782043,0.20398038625717163,,,,0
24h,17,2023-10-03 18:00:00+00:00,2023-10-03 19:00:00+00:00,2.0,2,0.21687878668308258,0.2061140090227127,,,,0
24h,17,2023-10-03 22:00:00+00:00,2023-10-04 02:00:00+00:00,5.0,5,0.5544407367706299,0.2872750163078308,,,,0
24h,17,2023-10-06 04:00:00+00:00,2023-10-07 08:00:00+00:00,29.0,29,0.9083418846130371,0.6604474782943726,,,,0
24h,17,2023-10-08 01:00:00+00:00,2023-10-09 00:00:00+00:00,24.0,24,0.9802636504173279,0.6894797682762146,,,,0
24h,17,2023-10-09 03:00:00+00:00,2023-10-09 03:00:00+00:00,1.0,1,0.18021084368228912,0.18021084368228912,,,,0
24h,17,2023-10-10 08:00:00+00:00,2023-10-10 10:00:00+00:00,3.0,3,0.4846018850803375,0.34281739592552185,,,,0
24h,17,2023-10-13 03:00:00+00:00,2023-10-14 06:00:00+00:00,28.0,28,0.9530344009399414,0.6204115152359009,,,,0
24h,17,2023-10-17 22:00:00+00:00,2023-10-17 22:00:00+00:00,1.0,1,0.150492325425148,0.150492325425148,,,,0
24h,17,2023-10-18 08:00:00+00:00,2023-10-18 08:00:00+00:00,1.0,1,0.18506976962089539,0.18506976962089539,,,,0
24h,17,2023-10-19 13:00:00+00:00,2023-10-20 00:00:00+00:00,12.0,12,0.5996463298797607,0.38823390007019043,,,,0
24h,18,2024-07-13 07:00:00+00:00,2024-07-13 07:00:00+00:00,1.0,1,0.1596306711435318,0.1596306711435318,,,,0
24h,18,2024-07-13 09:00:00+00:00,2024-07-13 10:00:00+00:00,2.0,2,0.18271170556545258,0.1733684241771698,,,,0
24h,18,2024-07-14 06:00:00+00:00,2024-07-14 06:00:00+00:00,1.0,1,0.17830681800842285,0.17830681800842285,,,,0
24h,18,2024-07-14 10:00:00+00:00,2024-07-15 01:00:00+00:00,16.0,16,0.7467682957649231,0.4024873971939087,,,,0
24h,18,2024-07-16 03:00:00+00:00,2024-07-16 06:00:00+00:00,4.0,4,0.34439417719841003,0.26450204849243164,,,,0
24h,18,2024-07-24 08:00:00+00:00,2024-07-24 08:00:00+00:00,1.0,1,0.1853182017803192,0.1853182017803192,,,,0
24h,18,2024-07-26 19:00:00+00:00,2024-07-26 19:00:00+00:00,1.0,1,0.1583712100982666,0.1583712100982666,,,,0
24h,18,2024-08-28 16:00:00+00:00,2024-08-28 19:00:00+00:00,4.0,4,0.23187129199504852,0.19479157030582428,,,,0
24h,18,2024-08-28 23:00:00+00:00,2024-08-29 00:00:00+00:00,2.0,2,0.16725270450115204,0.16244809329509735,,,,0
24h,18,2024-08-30 07:00:00+00:00,2024-08-30 07:00:00+00:00,1.0,1,0.27270498871803284,0.27270498871803284,,,,0
24h,18,2024-08-30 11:00:00+00:00,2024-08-30 11:00:00+00:00,1.0,1,0.20307518541812897,0.20307518541812897,,,,0
24h,18,2024-09-05 11:00:00+00:00,2024-09-06 02:00:00+00:00,16.0,16,0.9596244692802429,0.5755519866943359,,,,0
24h,18,2024-09-07 10:00:00+00:00,2024-09-07 10:00:00+00:00,1.0,1,0.18693624436855316,0.18693624436855316,,,,0
24h,18,2024-09-13 02:00:00+00:00,2024-09-14 04:00:00+00:00,27.0,27,0.990820586681366,0.6454363465309143,,,,0
24h,18,2024-09-16 21:00:00+00:00,2024-09-16 21:00:00+00:00,1.0,1,0.1660616397857666,0.1660616397857666,,,,0
24h,18,2024-09-23 18:00:00+00:00,2024-09-24 13:00:00+00:00,20.0,20,0.8800956606864929,0.679516077041626,,,,0
24h,18,2024-09-24 15:00:00+00:00,2024-09-24 15:00:00+00:00,1.0,1,0.1930980682373047,0.1930980682373047,,,,0
24h,18,2024-10-13 03:00:00+00:00,2024-10-13 03:00:00+00:00,1.0,1,0.18433795869350433,0.18433795869350433,,,,0
24h,18,2024-10-13 12:00:00+00:00,2024-10-13 12:00:00+00:00,1.0,1,0.17422161996364594,0.17422161996364594,,,,0
